date,city,store,product,sales_revenue_aud,orders,customers,sales_channel,notes
2025-12-01,Perth,Perth Murray St,Urban Waterproof Jacket,2141.56,22,20,Online,
2025-12-02,Sydney,Sydney CBD,Premium Storm Jacket,2733.72,16,13,Online,
2025-12-02,Melbourne,Melbourne Central,Premium Storm Jacket,2097.3,16,15,walk in,
2025-12-02,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,2964.26,29,25,In-store,
2025-12-02,Perth,Perth Murray St,Classic Rain Jacket,3441.85,26,21,walk in,
2025-12-03,Sydney,Sydney CBD,Classic Rain Jacket,2939.0,23,20,walk in,
2025-12-03,Melbourne,Melbourne Central,Lightweight Poncho,1885.75,20,17,walk in,
2025-12-03,Brisbane,Brisbane Queen St,Classic Rain Jacket,3195.51,27,23,Online,
2025-12-03,Perth,Perth Murray St,Lightweight Poncho,3217.98,16,16,Online,
2025-12-04,Sydney,Sydney CBD,Premium Storm Jacket,2828.05,19,18,In-store,
2025-12-04,Melbourne,Melbourne Central,Urban Waterproof Jacket,4448.31,28,29,walk in,
2025-12-04,Brisbane,Brisbane Queen St,Premium Storm Jacket,2632.64,13,13,In-store,
2025-12-04,Perth,Perth Murray St,Urban Waterproof Jacket,2448.97,15,15,phone,
2025-12-05,Sydney,Sydney CBD,Lightweight Poncho,4452.88,39,68,walk in,Customers unusually high vs orders;
2025-12-05,Melbourne,Melbourne Central,Premium Storm Jacket,3665.59,31,31,In-store,
2025-12-05,Brisbane,Brisbane Queen St,Classic Rain Jacket,3349.99,31,23,Online,
2025-12-05,Perth,Perth Murray St,Urban Waterproof Jacket,3307.93,20,16,walk in,
2025-12-06,Sydney,Sydney CBD,Classic Rain Jacket,3317.1,27,24,Online,
2025-12-06,Melbourne,Melbourne Central,Premium Storm Jacket,6009.66,39,32,In-store,
2025-12-06,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,2754.27,31,28,In-store,
2025-12-06,Perth,Perth Murray St,Premium Storm Jacket,1129.44,10,8,Online,
2025-12-07,Sydney,Sydney CBD,Premium Storm Jacket,3747.16,32,33,walk in,
2025-12-07,Melbourne,Melbourne Central,Urban Waterproof Jacket,4304.93,28,29,walk in,
2025-12-07,Brisbane,Brisbane Q Street,Lightweight Poncho,2663.35,13,12,Online,
2025-12-07,Perth,Perth Murray St,Premium Storm Jacket,2383.72,25,24,Online,
2025-12-08,Sydney,Sydney CBD,Lightweight Poncho,1797.77,12,9,Online,
2025-12-08,Melbourne,Melbourne Central,Classic Rain Jacket,1988.04,18,15,Online,
2025-12-08,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,1067.62,8,7,Online,
2025-12-08,Perth,Perth Murray St,Classic Rain Jacket,2782.23,24,18,In-store,
2025-12-09,Sydney,Sydney CBD,Premium Storm Jacket,4420.49,27,25,In-store,
2025-12-09,Melbourne,Melbourne Central,Premium Storm Jacket,4076.42,25,24,In-store,
2025-12-09,Brisbane,Bris Queen St,Classic Rain Jacket,2152.93,20,18,Online,
2025-12-09,Perth,Perth Murray St,Lightweight Poncho,3277.6,27,23,phone,
2025-12-10,Sydney,Sydney CBD,Classic Rain Jacket,5240.77,28,22,In-store,
2025-12-10,Melbourne,Melbourne Cntrl,Urban Waterproof Jacket,3188.13,29,28,Online,
2025-12-10,Brisbane,Brisbane Queen St,Classic Rain Jacket,3059.15,23,19,In-store,
2025-12-10,Perth,Perth Murray St,Lightweight Poncho,3648.69,19,16,phone,
2025-12-11,Sydney,Sydney CBD,Classic Rain Jacket,220.82,2,1,In-store,
2025-12-11,Melbourne,Melbourne Central,Lightweight Poncho,4989.97,30,30,phone,
2025-12-11,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,3522.65,33,32,In-store,
2025-12-11,Perth,Perth Murray St,Premium Storm Jacket,2686.03,27,27,Online,
2025-12-12,Sydney,Syd CBD,Urban Waterproof Jacket,533.44,6,5,In-store,
2025-12-12,Melbourne,Melbourne Central,Classic Rain Jacket,0.0,20,19,phone,Revenue stored as text;
2025-12-12,Brisbane,Brisbane Queen St,Premium Storm Jacket,1345.57,17,16,Online,
2025-12-12,Perth,Perth Murray St,Classic Rain Jacket,2367.34,27,26,In-store,
2025-12-13,Sydney,Sydney CBD,Classic Rain Jacket,1746.83,20,20,In-store,
2025-12-13,Melbourne,Melbourne Central,Premium Storm Jacket,0.0,21,17,Online,Revenue stored as text;
2025-12-13,Brisbane,Brisbane Queen St,Classic Rain Jacket,2037.22,16,13,Online,
2025-12-13,Perth,Perth Murray St,Lightweight Poncho,5377.38,30,23,walk in,
2025-12-14,Sydney,Sydney CBD,Classic Rain Jacket,4558.78,28,26,walk in,
2025-12-14,Melbourne,Melbourne Central,Premium Storm Jacket,0.0,17,14,phone,Missing revenue;
2025-12-14,Brisbane,Brisbane Queen St,Premium Storm Jacket,1867.86,20,18,phone,
2025-12-14,Perth,Perth Murray St,Lightweight Poncho,3107.77,19,14,In-store,
2025-12-15,Sydney,Sydney CBD,Classic Rain Jacket,4118.43,22,19,In-store,
2025-12-15,Melbourne,Melbourne Central,Lightweight Poncho,3625.37,27,26,Online,
2025-12-15,Brisbane,Brisbane Queen St,Classic Rain Jacket,1442.67,16,15,In-store,
2025-12-15,Perth,Perth Murray St,Urban Waterproof Jacket,2332.94,24,21,In-store,
2025-12-16,Sydney,Sydney CBD,Premium Storm Jacket,3937.29,24,25,walk in,
2025-12-16,Melbourne,Melbourne Central,Classic Rain Jacket,2330.11,27,27,In-store,
2025-12-16,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,3053.22,22,18,In-store,
2025-12-16,Perth,Perth Murray St,Urban Waterproof Jacket,2846.4,23,21,In-store,
2025-12-17,Sydney,Sydney CBD,Urban Waterproof Jacket,2110.61,15,14,In-store,
2025-12-17,Melbourne,Melbourne Central,Lightweight Poncho,1830.63,24,24,In-store,
2025-12-17,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,970.51,11,9,walk in,
2025-12-17,Perth,Perth Murray St,Premium Storm Jacket,2344.6,26,24,In-store,
2025-12-18,Sydney,Sydney CBD,Classic Rain Jacket,3155.36,25,18,In-store,
2025-12-18,Melbourne,Melbourne Central,Premium Storm Jacket,5419.62,30,23,Online,
2025-12-18,Brisbane,Brisbane Queen St,Lightweight Poncho,1610.26,16,14,Online,
2025-12-18,Perth,Perth Murray St,Premium Storm Jacket,3743.88,22,19,In-store,
2025-12-19,Sydney,Syd CBD,Classic Rain Jacket,1892.23,22,20,Online,
2025-12-19,Melbourne,Melbourne Central,Urban Waterproof Jacket,1125.31,12,11,Online,
2025-12-19,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,1774.82,14,12,Online,
2025-12-19,Perth,Perth Murray St,Classic Rain Jacket,1461.89,14,12,phone,
2025-12-20,Sydney,Sydney CBD,Urban Waterproof Jacket,1698.87,20,18,walk in,
2025-12-20,Melbourne,Melbourne Central,Lightweight Poncho,1506.19,16,14,In-store,
2025-12-20,Brisbane,Brisbane Queen St,Lightweight Poncho,2399.4,15,14,Online,
2025-12-20,Perth,Perth Murray St,Premium Storm Jacket,2334.18,23,21,Online,
2025-12-21,Sydney,Sydney CBD,Classic Rain Jacket,2448.61,26,26,Online,
2025-12-21,Melbourne,Melbourne Central,Lightweight Poncho,2320.0,21,21,In-store,
2025-12-21,Brisbane,Brisbane Queen St,Classic Rain Jacket,1891.96,23,17,phone,
2025-12-21,Perth,Perth Murray St,Urban Waterproof Jacket,3794.08,30,26,walk in,
2025-12-22,Sydney,Sydney CBD,Classic Rain Jacket,1340.13,8,6,walk in,
2025-12-22,Melbourne,Melbourne Central,Classic Rain Jacket,3118.97,24,22,In-store,
2025-12-22,Brisbane,Bris Queen St,Classic Rain Jacket,2985.04,16,16,In-store,
2025-12-22,Perth,Perth Murray St,Classic Rain Jacket,2774.34,35,31,Online,
2025-12-23,Sydney,Sydney CBD,Classic Rain Jacket,1524.75,15,13,Online,City typo/inconsistent format;
2025-12-23,Melbourne,Melbourne Central,Classic Rain Jacket,5001.44,26,22,Online,
2025-12-23,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,3086.53,24,19,In-store,
2025-12-23,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,3086.53,24,19,walk in,Possible duplicate row
2025-12-23,Perth,Perth Murray St,Urban Waterproof Jacket,3473.96,17,15,In-store,
2025-12-24,Sydney,Sydney CBD,Classic Rain Jacket,5478.42,36,27,phone,
2025-12-24,Melbourne,Melbourne Central,Lightweight Poncho,6162.83,30,28,Online,
2025-12-24,Brisbane,Brisbane Queen St,Lightweight Poncho,1212.23,13,12,phone,
2025-12-24,Perth,Perth Murray St,Urban Waterproof Jacket,2676.4,25,19,phone,
2025-12-25,Sydney,Sydney CBD,Classic Rain Jacket,3127.19,24,22,phone,
2025-12-25,Melbourne,Melbourne Central,Classic Rain Jacket,3360.55,33,30,Online,
2025-12-25,Brisbane,Brisbane Queen St,Lightweight Poncho,1742.75,21,20,phone,
2025-12-25,Perth,Perth Murray St,Classic Rain Jacket,1664.87,12,10,walk in,
2025-12-26,Sydney,Sydney CBD,Urban Waterproof Jacket,3065.1,36,33,In-store,
2025-12-26,Melbourne,Melbourne Central,Classic Rain Jacket,3143.0,0,18,In-store,Invalid orders value;
2025-12-26,Brisbane,Brisbane Queen St,Lightweight Poncho,1527.06,16,12,In-store,
2025-12-26,Perth,Perth Murray St,Lightweight Poncho,2004.78,12,9,Online,
2025-12-27,Sydney,Sydney CBD,Classic Rain Jacket,2017.06,0,20,In-store,Invalid orders value;
2025-12-27,Melbourne,Melbourne Central,Urban Waterproof Jacket,0.0,31,27,In-store,Revenue stored as text;
2025-12-27,Brisbane,Brisbane Queen St,Premium Storm Jacket,2263.24,25,21,phone,
2025-12-27,Perth,Perth Murray St,Premium Storm Jacket,1789.78,15,12,Online,
2025-12-28,Unknown,Sydney CBD,Lightweight Poncho,653.08,8,7,Online,
2025-12-28,Melbourne,Melbourne Central,Urban Waterproof Jacket,5528.05,33,31,walk in,
2025-12-28,Brisbane,Brisbane Queen St,Lightweight Poncho,1254.44,14,10,Online,
2025-12-28,Perth,Perth Murray St,Classic Rain Jacket,1587.97,17,15,In-store,
2025-12-29,Sydney,Sydney CBD,Premium Storm Jacket,4194.44,30,25,In-store,
2025-12-29,Melbourne,Melbourne Central,Urban Waterproof Jacket,2131.96,14,11,In-store,
2025-12-29,Brisbane,Brisbane Queen St,Premium Storm Jacket,5448.43,29,22,In-store,
2025-12-29,Unknown,Perth Murray St,Premium Storm Jacket,4430.0,27,26,phone,City typo/inconsistent format;
2025-12-30,Sydney,Sydney CBD,Urban Waterproof Jacket,5771.62,43,39,walk in,
2025-12-30,Melbourne,Melbourne Central,Urban Waterproof Jacket,1348.41,9,7,In-store,
2025-12-30,Brisbane,Brisbane Queen St,Premium Storm Jacket,1636.59,13,10,phone,
2025-12-30,Perth,Perth Murray St,Classic Rain Jacket,4041.19,33,28,Online,
2025-12-31,Sydney,Sydney CBD,Urban Waterproof Jacket,5759.51,0,30,Online,Missing orders;
2025-12-31,Melbourne,Melbourne Central,Classic Rain Jacket,3122.34,33,28,phone,
2025-12-31,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,2208.21,25,21,walk in,
2025-12-31,Perth,Perth Murray St,Lightweight Poncho,2171.24,20,20,Online,
2026-01-01,Sydney,Sydney CBD,Premium Storm Jacket,1944.66,19,14,In-store,
2026-01-01,Melbourne,Melbourne Central,Urban Waterproof Jacket,2266.31,25,21,Online,
2026-01-01,Perth,Perth Murray St,Lightweight Poncho,2537.71,25,51,Online,Customers unusually high vs orders;
2026-01-02,Sydney,Sydney CBD,Classic Rain Jacket,846.55,6,4,phone,
2026-01-02,Melbourne,Melbourne Central,Urban Waterproof Jacket,1046.49,10,7,phone,
2026-01-02,Brisbane,Bris Queen St,Classic Rain Jacket,2724.18,20,15,phone,
2026-01-02,Brisbane,Bris Queen St,Urban Waterproof Jacket,2724.18,20,15,In-store,Possible duplicate row
2026-01-02,Perth,Perth Murray St,Classic Rain Jacket,782.51,7,5,In-store,Orders stored as text;
2026-01-03,Sydney,Sydney CBD,Urban Waterproof Jacket,5251.51,28,26,Online,
2026-01-03,Melbourne,Melbourne Central,Lightweight Poncho,2871.75,31,32,In-store,
2026-01-03,Brisbane,Brisbane Queen St,Premium Storm Jacket,0.0,0,0,Online,Missing customers;
2026-01-03,Perth,Perth Murray St,Urban Waterproof Jacket,1344.54,17,13,walk in,
2026-01-04,Sydney,Sydney CBD,Lightweight Poncho,4754.79,26,24,walk in,
2026-01-04,Melbourne,Melbourne Central,Urban Waterproof Jacket,3294.42,29,23,Online,
2026-01-04,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,2598.66,27,24,phone,
2026-01-05,Sydney,Sydney CBD,Urban Waterproof Jacket,2879.66,32,29,Online,
2026-01-05,Melbourne,Melbourne Central,Lightweight Poncho,2919.95,17,15,Online,
2026-01-05,Perth,Perth Murray St,Urban Waterproof Jacket,2382.11,20,18,In-store,
2026-01-06,Sydney,Sydney CBD,Lightweight Poncho,1826.29,12,9,In-store,
2026-01-06,Melbourne,Melbourne Cntrl,Premium Storm Jacket,1065.93,11,9,walk in,
2026-01-06,Brisbane,Brisbane Queen St,Lightweight Poncho,675.27,5,5,Online,
2026-01-06,Perth,Perth Murray St,Urban Waterproof Jacket,2960.19,21,16,walk in,
2026-01-07,Sydney,Sydney CBD,Classic Rain Jacket,2380.75,31,25,In-store,
2026-01-07,Melbourne,Melbourne Central,Premium Storm Jacket,3851.44,36,28,phone,
2026-01-07,Brisbane,Brisbane Queen St,Lightweight Poncho,704.88,8,8,Online,
2026-01-07,Perth,Perth Murray St,Classic Rain Jacket,3917.07,21,18,In-store,
2026-01-08,Sydney,Sydney CBD,Premium Storm Jacket,2300.65,22,17,phone,
2026-01-08,Melbourne,Melbourne Central,Classic Rain Jacket,1812.92,21,17,phone,
2026-01-08,Brisbane,Brisbane Queen St,Premium Storm Jacket,1146.05,9,6,In-store,
2026-01-08,Perth,Perth Murray St,Classic Rain Jacket,2348.02,21,16,In-store,
2026-01-09,Sydney,Sydney CBD,Premium Storm Jacket,2874.6,27,21,Online,
2026-01-09,Melbourne,Melbourne Central,Lightweight Poncho,1671.57,17,14,phone,
2026-01-09,Brisbane,Brisbane Queen St,Classic Rain Jacket,3336.68,19,14,In-store,
2026-01-09,Perth,Perth Murray St,Classic Rain Jacket,2745.49,15,15,Online,
2026-01-10,Sydney,Sydney CBD,Lightweight Poncho,4304.83,27,25,Online,
2026-01-10,Melbourne,Melbourne Central,Premium Storm Jacket,1580.94,17,14,walk in,
2026-01-10,Brisbane,Brisbane Queen St,Premium Storm Jacket,404.29,4,3,walk in,
2026-01-10,Perth,Perth Murray St,Lightweight Poncho,2499.2,17,13,In-store,
2026-01-11,Sydney,Sydney CBD,Urban Waterproof Jacket,2554.32,25,24,In-store,
2026-01-11,Melbourne,Melbourne Central,Premium Storm Jacket,1931.58,19,18,Online,
2026-01-11,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,3667.3,22,22,walk in,
2026-01-11,Perth,Perth Murray St,Premium Storm Jacket,2652.56,24,21,In-store,
2026-01-12,Sydney,Sydney CBD,Classic Rain Jacket,1779.15,21,19,phone,
2026-01-12,Melbourne,Melbourne Cntrl,Urban Waterproof Jacket,4203.43,25,25,Online,
2026-01-12,Brisbane,Brisbane Queen St,Lightweight Poncho,3923.16,30,22,Online,
2026-01-12,Perth,Perth Murray St,Classic Rain Jacket,1577.93,18,14,phone,
2026-01-13,Sydney,Sydney CBD,Premium Storm Jacket,845.25,10,8,In-store,
2026-01-13,Melbourne,Melbourne Central,Lightweight Poncho,1952.03,24,24,In-store,
2026-01-13,Unknown,Brisbane Queen St,Urban Waterproof Jacket,2647.94,19,19,walk in,Missing city;
2026-01-13,Unknown,Perth Murray St,Classic Rain Jacket,2499.15,33,33,Online,Missing city;
2026-01-14,Sydney,Sydney CBD,Lightweight Poncho,1262.54,12,11,In-store,
2026-01-14,Melbourne,Melbourne Central,Classic Rain Jacket,3809.36,24,24,phone,
2026-01-14,Brisbane,Brisbane Queen St,Lightweight Poncho,1275.14,10,7,walk in,
2026-01-14,Perth,Perth Murray St,Classic Rain Jacket,1191.02,9,8,Online,
2026-01-15,Sydney,Sydney CBD,Classic Rain Jacket,2125.35,22,19,Online,
2026-01-15,Melbourne,Melbourne Central,Urban Waterproof Jacket,3503.98,30,23,In-store,
2026-01-15,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,3917.26,26,24,In-store,
2026-01-15,Perth,Perth Murray St,Premium Storm Jacket,3509.25,22,19,Online,
2026-01-16,Sydney,Sydney CBD,Lightweight Poncho,2855.32,20,17,In-store,
2026-01-16,Melbourne,Melbourne Central,Classic Rain Jacket,3634.27,20,19,phone,
2026-01-16,Brisbane,Brisbane Queen St,Classic Rain Jacket,0.0,0,0,walk in,
2026-01-16,Perth,Perth Murray St,Urban Waterproof Jacket,1474.4,16,15,Online,
2026-01-17,Sydney,Sydney CBD,Lightweight Poncho,3202.99,20,16,In-store,
2026-01-17,Melbourne,Melbourne Central,Classic Rain Jacket,3295.8,31,31,In-store,
2026-01-17,Brisbane,Brisbane Queen St,Classic Rain Jacket,3166.12,28,24,In-store,
2026-01-17,Perth,Perth Murray St,Urban Waterproof Jacket,2265.08,25,25,Online,
2026-01-18,Sydney,Sydney CBD,Urban Waterproof Jacket,1994.58,10,9,In-store,
2026-01-18,Melbourne,Melbourne Central,Classic Rain Jacket,4287.39,29,24,In-store,City typo/inconsistent format;
2026-01-18,Brisbane,Brisbane Queen St,Premium Storm Jacket,1443.34,13,12,walk in,
2026-01-18,Perth,Perth Murray St,Urban Waterproof Jacket,1426.13,18,15,Online,
2026-01-19,Sydney,Sydney CBD,Lightweight Poncho,4922.63,29,28,In-store,
2026-01-19,Melbourne,Melbourne Central,Urban Waterproof Jacket,6938.87,36,30,In-store,
2026-01-19,Brisbane,Brisbane Queen St,Premium Storm Jacket,1425.8,12,10,walk in,
2026-01-19,Perth,Perth Murray St,Urban Waterproof Jacket,1852.05,17,17,phone,
2026-01-20,Sydney,Sydney CBD,Lightweight Poncho,3337.87,18,13,Online,
2026-01-20,Melbourne,Melbourne Central,Urban Waterproof Jacket,2844.22,19,15,phone,
2026-01-20,Brisbane,Brisbane Queen St,Premium Storm Jacket,2888.18,22,19,Online,
2026-01-20,Perth,Perth Murray St,Classic Rain Jacket,4376.54,26,23,Online,
2026-01-21,Sydney,Sydney CBD,Premium Storm Jacket,2435.33,28,28,Online,
2026-01-21,Melbourne,Melbourne Central,Premium Storm Jacket,2595.52,29,22,In-store,
2026-01-21,Brisbane,Brisbane Queen St,Classic Rain Jacket,1436.06,12,10,In-store,
2026-01-21,Perth,Perth Murray St,Lightweight Poncho,1958.31,24,19,phone,
2026-01-22,Sydney,Sydney CBD,Urban Waterproof Jacket,2247.6,23,17,In-store,
2026-01-22,Melbourne,Melbourne Central,Lightweight Poncho,4674.82,28,27,Online,
2026-01-22,Brisbane,Brisbane Queen St,Lightweight Poncho,2372.52,31,32,Online,
2026-01-22,Unknown,Perth Murray St,Urban Waterproof Jacket,1928.1,15,14,phone,
2026-01-23,Sydney,Sydney CBD,Lightweight Poncho,1326.03,8,6,In-store,
2026-01-23,Melbourne,Melbourne Central,Urban Waterproof Jacket,6279.58,35,29,In-store,
2026-01-23,Brisbane,Brisbane Queen St,Lightweight Poncho,4199.15,25,20,In-store,
2026-01-23,Perth,Perth Murray St,Urban Waterproof Jacket,1804.16,9,8,Online,
2026-01-24,Sydney,Sydney CBD,Classic Rain Jacket,3249.17,38,38,In-store,
2026-01-24,Melbourne,Melbourne Cntrl,Urban Waterproof Jacket,2121.33,21,18,In-store,
2026-01-24,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,2402.39,24,19,Online,
2026-01-24,Unknown,Perth Murray St,Classic Rain Jacket,3449.54,18,17,walk in,
2026-01-25,Sydney,Sydney CBD,Classic Rain Jacket,0.0,16,12,In-store,Revenue stored as text;
2026-01-25,Melbourne,Melbourne Central,Premium Storm Jacket,3974.39,35,29,Online,
2026-01-25,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,2567.16,30,22,phone,
2026-01-25,Perth,Perth Murray St,Premium Storm Jacket,4224.01,22,23,phone,
2026-01-26,Melbourne,Melbourne Central,Premium Storm Jacket,1617.16,17,16,In-store,
2026-01-26,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,7042.87,35,27,Online,
2026-01-26,Perth,Perth Murray St,Classic Rain Jacket,754.0,4,4,Online,
2026-01-27,Sydney,Sydney CBD,Premium Storm Jacket,2056.48,24,23,Online,
2026-01-27,Melbourne,Melbourne Central,Premium Storm Jacket,0.0,33,26,In-store,Revenue stored as text;
2026-01-27,Brisbane,Brisbane Queen St,Lightweight Poncho,2352.37,21,17,In-store,
2026-01-27,Perth,Perth Murray St,Premium Storm Jacket,2308.5,22,18,In-store,
2026-01-28,Sydney,Sydney CBD,Lightweight Poncho,2282.85,27,25,In-store,
2026-01-28,Melbourne,Melbourne Central,Classic Rain Jacket,1879.95,14,12,In-store,
2026-01-28,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,1994.56,22,17,Online,
2026-01-28,Perth,Perth Murray St,Classic Rain Jacket,2200.65,23,22,phone,
2026-01-29,Sydney,Sydney-CBD,Premium Storm Jacket,0.0,0,0,Online,
2026-01-29,Melbourne,Melbourne Central,Premium Storm Jacket,2968.25,22,21,Online,
2026-01-29,Brisbane,Brisbane Queen St,Classic Rain Jacket,2923.24,28,24,walk in,
2026-01-29,Perth,Perth Murray St,Premium Storm Jacket,736.04,8,7,Online,
2026-01-30,Sydney,Sydney CBD,Premium Storm Jacket,2446.01,23,18,Online,
2026-01-30,Melbourne,Melbourne Central,Urban Waterproof Jacket,0.0,12,9,In-store,Revenue stored as text;
2026-01-30,Brisbane,Brisbane Queen St,Premium Storm Jacket,1014.03,10,9,In-store,
2026-01-30,Perth,Perth Murray St,Lightweight Poncho,3553.4,23,21,In-store,
2026-01-31,Sydney,Sydney CBD,Classic Rain Jacket,1478.61,12,11,In-store,
2026-01-31,Melbourne,Melbourne Central,Classic Rain Jacket,3805.59,37,30,In-store,
2026-01-31,Brisbane,Brisbane Queen St,Classic Rain Jacket,2552.02,28,28,walk in,
2026-01-31,Perth,Perth Murray St,Lightweight Poncho,5981.7,30,29,In-store,
2026-02-01,Unknown,Sydney CBD,Urban Waterproof Jacket,2555.68,28,28,walk in,
2026-02-01,Melbourne,Melbourne Central,Premium Storm Jacket,3397.48,30,29,phone,
2026-02-01,Brisbane,Brisbane Queen St,Lightweight Poncho,2784.24,18,16,Online,
2026-02-01,Perth,Perth Murray St,Classic Rain Jacket,3229.85,21,21,Online,
2026-02-02,Sydney,Sydney CBD,Urban Waterproof Jacket,2021.04,13,12,In-store,
2026-02-02,Melbourne,Melbourne Central,Lightweight Poncho,2689.86,29,27,In-store,
2026-02-02,Brisbane,Brisbane Queen St,Lightweight Poncho,2171.59,14,12,Online,
2026-02-02,Perth,Perth Murray St,Lightweight Poncho,2166.46,16,12,walk in,
2026-02-03,Sydney,Sydney CBD,Urban Waterproof Jacket,2158.49,23,19,In-store,
2026-02-03,Melbourne,Melbourne Central,Premium Storm Jacket,2578.08,26,22,Online,
2026-02-03,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,1994.7,21,20,In-store,
2026-02-03,Unknown,Perth Murray St,Lightweight Poncho,3903.08,24,20,Online,Missing city;
2026-02-04,Sydney,Sydney CBD,Premium Storm Jacket,2437.39,20,16,walk in,
2026-02-04,Melbourne,Melbourne Cntrl,Urban Waterproof Jacket,4125.39,31,26,Online,
2026-02-04,Brisbane,Brisbane Queen St,Premium Storm Jacket,1880.72,15,12,walk in,
2026-02-04,Perth,Perth Murray St,Premium Storm Jacket,4001.85,29,22,In-store,
2026-02-05,Sydney,Sydney CBD,Lightweight Poncho,3912.38,25,23,Online,
2026-02-05,Melbourne,Melbourne Central,Premium Storm Jacket,99.88,1,0,In-store,
2026-02-05,Brisbane,Brisbane Queen St,Lightweight Poncho,3326.08,22,20,Online,
2026-02-05,Perth,Perth Murray St,Premium Storm Jacket,4935.66,27,22,In-store,
2026-02-06,Sydney,Sydney-CBD,Classic Rain Jacket,4532.89,41,41,phone,
2026-02-06,Melbourne,Melbourne Central,Lightweight Poncho,2736.26,30,25,Online,
2026-02-06,Brisbane,Brisbane Queen St,Classic Rain Jacket,4922.71,32,24,walk in,
2026-02-06,Perth,Perth Murray St,Urban Waterproof Jacket,1349.36,11,8,phone,
2026-02-07,Sydney,Sydney CBD,Urban Waterproof Jacket,3567.04,21,17,walk in,
2026-02-07,Melbourne,Melbourne Central,Classic Rain Jacket,5568.0,34,30,phone,
2026-02-07,Brisbane,Brisbane Queen St,Lightweight Poncho,718.75,5,4,In-store,City typo/inconsistent format;
2026-02-07,Perth,Perth Murray St,Urban Waterproof Jacket,1164.11,14,13,walk in,
2026-02-08,Sydney,Sydney CBD,Premium Storm Jacket,4200.83,26,23,In-store,
2026-02-08,Melbourne,Melbourne Central,Classic Rain Jacket,1680.97,15,13,Online,
2026-02-08,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,2684.5,16,16,walk in,
2026-02-08,Perth,Perth Murray St,Premium Storm Jacket,2145.22,19,15,Online,
2026-02-09,Sydney,Sydney CBD,Classic Rain Jacket,2654.59,30,31,In-store,
2026-02-09,Melbourne,Melbourne Central,Premium Storm Jacket,3042.19,35,30,In-store,
2026-02-09,Melbourne,Melbourne Central,Lightweight Poncho,3042.19,35,30,walk in,Possible duplicate row
2026-02-09,Perth,Perth Murray St,Lightweight Poncho,2339.92,26,20,In-store,
2026-02-10,Sydney,Sydney CBD,Urban Waterproof Jacket,1024.47,9,7,Online,
2026-02-10,Melbourne,Melbourne Central,Lightweight Poncho,3282.5,27,22,Online,
2026-02-10,Brisbane,Brisbane Queen St,Classic Rain Jacket,2312.23,26,22,In-store,
2026-02-10,Perth,Perth Murry St,Lightweight Poncho,3052.53,27,27,Online,
2026-02-11,Sydney,Sydney CBD,Lightweight Poncho,1782.97,20,19,Online,
2026-02-11,Melbourne,Melbourne Central,Classic Rain Jacket,2111.75,23,20,In-store,
2026-02-11,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,3652.15,18,14,Online,
2026-02-11,Perth,Perth-Murray,Classic Rain Jacket,5212.88,46,42,walk in,
2026-02-12,Sydney,Sydney CBD,Premium Storm Jacket,1703.77,17,15,In-store,
2026-02-12,Melbourne,Melbourne Central,Premium Storm Jacket,3803.09,29,25,walk in,Orders stored as text;
2026-02-12,Brisbane,Brisbane Queen St,Classic Rain Jacket,2503.54,13,9,In-store,
2026-02-12,Perth,Perth Murray St,Classic Rain Jacket,2924.4,22,20,In-store,
2026-02-13,Sydney,Sydney CBD,Lightweight Poncho,510.76,4,3,phone,Orders stored as text;
2026-02-13,Melbourne,Melbourne Central,Urban Waterproof Jacket,3383.86,30,23,Online,
2026-02-13,Brisbane,Brisbane Queen St,Premium Storm Jacket,2921.46,25,21,Online,
2026-02-13,Perth,Perth Murray St,Premium Storm Jacket,2680.58,27,26,Online,
2026-02-14,Sydney,Sydney CBD,Premium Storm Jacket,4742.53,25,25,In-store,
2026-02-14,Melbourne,Melbourne Central,Premium Storm Jacket,1693.31,18,16,In-store,
2026-02-14,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,612.31,5,5,Online,
2026-02-14,Perth,Perth Murray St,Lightweight Poncho,2571.8,28,24,Online,
2026-02-15,Sydney,Sydney CBD,Lightweight Poncho,2640.0,31,25,walk in,
2026-02-15,Melbourne,Melbourne Central,Premium Storm Jacket,1709.15,16,13,Online,
2026-02-15,Brisbane,Brisbane Queen St,Lightweight Poncho,0.0,0,0,In-store,
